Date,Biochemical Oxygen Demand,Conductivity,Temperature,Turbidity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Total Coliform,WQI,Quality
13-01-2020,1.553302712,250.5015237,12.5,29.22819072,4.667140946,9782.251398,646.2188577,0.051239923,7.364149672,0.5,14463.1897,61.41632565240837,Poor
14-01-2020,1.4,234.0,13.0,7.1,4.3,1700.0,110.0,0.0,7.3,0.0,3300.0,60.68498141805727,Poor
15-01-2020,1.4,234.0,14.4,7.1,4.3,1700.0,110.0,0.0,7.3,0.5,3300.0,60.68498141805727,Poor
16-01-2020,1.4,234.0,17.3,17.75761452,4.3,5857.597697,181.1550059,0.0,7.3,0.0,3300.0,60.76015084595205,Poor
17-01-2020,1.4,234.0,20.0,10.39947072,4.3,3314.499483,110.0,0.0,7.3,0.0,3300.0,60.70829993441667,Poor
18-01-2020,1.612226175,257.1309641,18.8,38.65025971,4.812916331,13235.63015,866.0648594,0.07192886,7.389810961,0.8,18826.4839,61.58586755549078,Poor
19-01-2020,1.4,234.0,17.2,15.9700369,4.3,5331.999221,110.0,0.0,7.3,0.8,3300.0,60.70829993441667,Poor
20-01-2020,1.4,234.0,15.4,7.705112089,4.3,2474.804908,110.0,0.0,7.3,2.0,3300.0,60.707565544210446,Poor
21-01-2020,1.983143635,289.2178653,15.1,67.13975206,5.573874023,23313.53006,1787.929862,0.168737749,7.517572134,0.0,43852.20485,45.702611014306875,Good
22-01-2020,1.484726187,248.099043,14.3,35.24120831,4.583796682,12186.70185,644.8830951,0.045574999,7.352889613,2.9,10729.64268,61.34193142257524,Poor
23-01-2020,1.581978756,256.6309833,16.2,43.09105124,4.785247733,14972.85876,892.2884831,0.071369936,7.386804366,0.0,17321.34919,61.56600324399427,Poor
24-01-2020,1.4,234.0,15.3,15.2824836,4.3,5279.610297,110.0,0.0,7.3,0.3,3300.0,60.70829993441667,Poor
25-01-2020,1.417670296,243.8280041,15.2,34.97935679,4.471079427,12214.29265,551.5094329,0.033375192,7.335149359,0.0,6592.529139,61.224723108358226,Poor
26-01-2020,1.624259783,261.505364,15.4,50.2270116,4.891756819,17592.76302,1055.663573,0.086622227,7.405628847,0.0,20481.97028,61.69037495163836,Poor
27-01-2020,1.4,234.0,16.3,27.18158678,4.3,9569.657594,218.852246,0.0,7.3,16.9,3300.0,60.7876209618888,Poor
28-01-2020,1.72440435,270.8069457,17.7,59.95901741,5.107579907,21085.54096,1335.142134,0.114972278,7.442358799,0.5,27400.25924,58.797291771187055,Poor
29-01-2020,1.442211246,247.7852022,19.2,42.72591732,4.551224632,15098.71499,700.3738841,0.046137268,7.350025543,21.1,8712.489736,61.323008761349556,Poor
30-01-2020,1.545833056,256.9253392,18.2,51.24780591,4.766671997,18127.0982,966.3500414,0.073792853,7.386334509,22.1,15748.40651,61.56289893968763,Poor
31-01-2020,1.463994702,250.6209505,16.8,47.43919988,4.611369419,16840.75791,800.088259,0.055119745,7.360860148,0.0,10422.9666,61.39459205363259,Poor
01-02-2020,2.211579515,313.4454944,16.6,98.95849977,6.115081076,34920.12045,2569.642322,0.243838248,7.625970652,0.0,60395.02,39.92337197988778,Good
02-02-2020,1.663456761,268.3045871,16.3,64.12982537,5.027542968,22778.61366,1316.366387,0.108665139,7.445778538,0.4,23989.14499,61.152814028419456,Poor
03-02-2020,1.4,243.7308309,16.5,45.77887799,4.433538781,16405.21861,639.170155,0.035198149,7.347861975,1.9,4031.510253,61.30871425587213,Poor
04-02-2020,1.938136795,292.296468,17.1,85.96306376,5.594803582,30520.0128,2010.073186,0.18115393,7.542509818,2.5,42579.998,45.25731429221016,Good
05-02-2020,1.4,242.7981875,17.3,47.71933948,4.40245919,17185.91619,635.3794997,0.032922474,7.344908711,6.9,3300.0,61.289202297651144,Poor
06-02-2020,1.778739657,280.1540248,17.3,78.98173179,5.294539748,28179.82294,1692.790745,0.145257807,7.494730678,1.2,32242.18522,53.69377557910078,Poor
07-02-2020,1.4,234.0,17.1,38.32271461,4.3,14002.08349,232.3544061,0.0,7.3,1.9,3300.0,60.79746003505064,Poor
08-02-2020,1.4,245.0323436,17.7,53.70665958,4.442484013,19440.21223,732.8345633,0.040441397,7.355060524,0.0,3500.514861,61.356274442614584,Poor
09-02-2020,1.813710258,284.8489502,17.2,87.00365886,5.39340943,31148.72549,1859.69569,0.160171866,7.514744661,2.0,35024.20005,50.944138351478045,Poor
10-02-2020,1.989436563,300.1042728,17.8,100.6727809,5.754795567,35988.28106,2299.016602,0.206222595,7.576189782,9.9,46894.02933,40.81640322563093,Good
11-02-2020,1.832739081,287.6662603,17.7,92.20795104,5.45147461,33081.7364,1963.096269,0.169197346,7.526867556,0.5,36604.46118,49.33174095149262,Good
12-02-2020,1.760249446,282.2540319,17.8,89.38402423,5.316706839,32150.27411,1824.066366,0.15325339,7.505654333,6.1,31930.8913,53.11981762432898,Poor
13-02-2020,1.718407446,279.4040505,18.7,88.6297246,5.243368809,31943.93077,1756.944146,0.14500003,7.494695836,8.9,29302.59188,55.185083353785615,Poor
14-02-2020,1.4,251.7776859,20.6,68.07369593,4.57533486,24807.71462,996.2442095,0.062421288,7.384637412,0.0,6848.762036,61.55168636750953,Poor
15-02-2020,1.620896013,272.575876,20.0,86.27623069,5.069428983,31237.71071,1591.589012,0.125119887,7.468282681,0.9,23130.25659,60.08059728514173,Poor
16-02-2020,1.71296541,280.9088676,19.8,94.52506292,5.264298602,34184.60846,1838.061615,0.150426479,7.502072496,8.3,29435.3788,54.623755653817184,Poor
17-02-2020,2.18276411,320.7268094,20.4,127.9798425,6.2147488,45954.2676,2966.262281,0.270191418,7.661807316,0.0,60924.35458,39.35647566890135,Good
18-02-2020,1.983341675,304.7836336,20.3,116.8432412,5.82687549,42117.60529,2533.297176,0.222676409,7.598502732,0.5,47800.43811,38.864531798391994,Good
19-02-2020,1.4,254.0315395,20.2,77.87653897,4.603533006,28541.05143,1125.823898,0.070737956,7.395967404,26.9,6825.498255,61.62654263858729,Poor
20-02-2020,2.007196524,308.1433869,20.4,122.817539,5.896871549,44332.81884,2654.67849,0.233394544,7.61289263,33.0,49737.93337,37.12194814087055,Good
21-02-2020,1.809524244,292.3667792,22.1,111.8638348,5.512835184,40562.04668,2226.789781,0.186388889,7.550268682,15.0,36735.9379,47.69780321853821,Good
22-02-2020,1.73719066,287.0415602,20.4,109.2868072,5.379581766,39723.69967,2091.669299,0.170740427,7.529454793,0.3,32091.49986,51.444377674852426,Poor
23-02-2020,2.139124709,321.2449332,22.4,138.34772,6.194965784,49959.20122,3063.474583,0.273680669,7.666759631,0.5,59066.49552,38.16825665908814,Good
24-02-2020,2.280407919,333.7334821,22.8,150.0513373,6.489146884,54120.19977,3427.385808,0.31147927,7.717209386,1.0,68666.30711,42.459541837584105,Good
25-02-2020,2.266105428,333.2624233,20.1,151.4013246,6.4722519,54657.95903,3428.544811,0.31040178,7.715824778,33.0,67895.22346,42.050006777466045,Good
26-02-2020,1.750691929,291.0377675,18.9,119.3619787,5.453226747,43509.96359,2260.715643,0.184066132,7.5474297,23.9,33718.17004,49.41652170322329,Good
27-02-2020,1.925547067,306.3409366,20.1,133.3579215,5.814827219,48474.81158,2703.773831,0.230316492,7.609149691,4.1,45560.40208,39.28662749158348,Good
28-02-2020,2.133656506,324.420519,20.9,149.5875041,6.243021119,54221.90629,3224.675533,0.284898523,7.681978955,0.3,59620.90891,38.11695398132089,Good
29-02-2020,2.343016083,342.6092827,21.8,165.9164176,6.673796574,60004.21981,3748.733905,0.339810428,7.755248412,2.5,73766.02442,44.46601168161724,Good
01-03-2020,1.92277895,308.3364372,23.0,140.2875028,5.845456315,51101.72648,2803.962433,0.237339733,7.618674748,0.0,45939.23641,38.457504433287184,Good
02-03-2020,2.027111018,317.7822537,23.0,149.6444465,6.06632857,54444.69667,3083.40431,0.266027148,7.656978894,0.0,53084.88301,34.96798284411814,Good
03-03-2020,1.7672797,296.8854606,24.7,134.7376977,5.558944545,49295.76741,2513.339492,0.203688756,7.573915608,3.0,35954.06859,46.51003403959289,Good
04-03-2020,1.756778825,296.7703196,23.5,136.4661296,5.550288261,49969.52396,2525.242857,0.203697236,7.573981785,21.1,35446.32519,46.76278589035438,Good
05-03-2020,2.375943442,349.131193,24.1,180.1846923,6.801026154,65340.1785,4006.552059,0.361135572,7.783954714,0.0,76917.26564,45.57942858186985,Good
06-03-2020,2.555681945,364.8768874,23.6,194.6198889,7.172971341,70461.98664,4462.70918,0.408730076,7.847469468,0.8,89094.05907,51.03428427328815,Poor
07-03-2020,2.143905574,331.333112,23.4,169.6317419,6.361942606,61785.93566,3538.829549,0.308457771,7.713828724,0.0,61837.3972,38.616692920789916,Good
08-03-2020,2.483336639,360.3931641,23.1,194.734342,7.053380855,70641.9366,4367.920946,0.395998443,7.830605513,0.0,84662.04286,48.89684969577837,Good
09-03-2020,2.307600252,346.5255737,22.3,185.5019636,6.714532588,67480.96474,3995.097644,0.354757574,7.775673797,0.1,73142.94551,43.61137376894022,Good
10-03-2020,2.022465722,323.5442196,22.3,168.985158,6.15693268,61770.69218,3367.143663,0.286176694,7.684288931,0.0,54331.33406,35.02053157157085,Good
11-03-2020,2.341367056,350.9017046,23.2,192.7454539,6.807445393,70157.63308,4148.727286,0.368613504,7.794261167,0.0,75789.41725,44.68064348186743,Good
12-03-2020,2.711355572,382.5187401,25.6,219.918865,7.560169594,79739.37119,5049.623811,0.463830029,7.921273188,0.0,100653.8909,55.88442049069687,Poor
13-03-2020,2.256237482,345.3789445,24.6,192.0917291,6.662713934,70071.1037,4025.369931,0.352777017,7.773259307,0.0,70511.77696,42.15775935620248,Good
14-03-2020,2.753458497,387.6025607,19.4,227.7596819,7.669966045,82626.28203,5223.327804,0.479815088,7.942700336,0.2,103859.3972,57.20597338644368,Poor
15-03-2020,1.51525633,285.2091644,22.4,147.7378242,5.206397556,54690.17029,2372.040897,0.17300286,7.533674413,4.6,21512.54005,56.5202548795453,Poor
16-03-2020,2.564894356,373.4704694,24.0,220.2429662,7.318531415,80138.63084,4859.112536,0.438155366,7.887268233,0.0,91688.70451,51.558146045058166,Poor
17-03-2020,2.361605671,357.3223325,23.7,209.2232315,6.924830005,76353.4857,4422.742045,0.390080066,7.82322506,0.0,78336.70435,45.44066613955889,Good
18-03-2020,2.262976407,349.8966965,24.1,205.1836116,6.740461772,75011.46066,4230.619145,0.36817268,7.794072501,0.0,71962.22222,42.485486448140584,Good
19-03-2020,2.397407928,361.8934399,24.9,216.6834462,7.022225628,79108.30331,4582.335758,0.404532733,7.84260991,0.0,81125.28965,46.572232266377604,Good
20-03-2020,1.79081903,312.1388938,25.3,178.7832363,5.821955337,65915.16766,3205.024464,0.25563911,7.644142446,0.0,40887.10001,39.31216265440015,Good
21-03-2020,2.338401972,358.565511,24.6,217.8283801,6.930031598,79652.92184,4520.78926,0.395289059,7.830399757,0.0,77593.74447,44.83923069088392,Good
22-03-2020,2.528649869,375.2141489,23.4,233.0509995,7.323436811,85052.78711,5002.769463,0.445605043,7.897545111,0.8,90478.03766,50.61247860073114,Poor
23-03-2020,2.882090494,405.4618865,24.7,259.1521935,8.043222699,94260.12685,5865.518598,0.536718189,8.019086659,2.4,114241.7716,61.31656704397726,Poor
24-03-2020,2.300435925,357.7844948,25.7,222.9120149,6.892809592,81647.93824,4546.353567,0.3940557,7.828927323,0.5,75665.69181,43.76684361723626,Good
25-03-2020,2.230547049,352.7534792,26.9,220.7871048,6.765915445,80976.02431,4421.271843,0.379331983,7.809352961,1.0,71207.13137,41.6800385733926,Good
26-03-2020,2.339724497,362.6436574,27.7,230.596754,6.997137701,84481.11563,4713.963637,0.409371382,7.849462681,5.4,78686.07277,45.003670835750206,Good
27-03-2020,2.782001982,400.2909373,28.9,262.6091268,7.894539974,95757.04841,5783.829703,0.522681511,8.000599952,4.8,108371.3709,58.391844209660185,Poor
28-03-2020,2.623104597,387.8388424,28.3,254.5384805,7.589568641,93003.7915,5450.884031,0.485692831,7.951338706,0.0,97977.97252,53.61554097529694,Poor
29-03-2020,2.382612234,368.5854631,27.6,241.0227272,7.12137969,88344.59294,4927.468499,0.428299506,7.874871142,0.0,82144.47805,46.3738013101727,Good
30-03-2020,2.712539615,396.8651262,27.3,265.528769,7.793998769,96992.84736,5734.939608,0.513504405,7.988534405,0.0,104338.4765,56.36716878070879,Poor
31-03-2020,2.604654755,388.6582667,26.9,260.8403962,7.590958128,95422.86031,5520.744909,0.489248727,7.956250075,15.0,97344.44326,53.132020990563284,Poor
01-04-2020,2.763799921,381.7541087,28.0,205.26909,7.83250466,93424.80338,5123.805445,0.463772493,8.118297706,0.0,97415.76497,58.653375031079214,Poor
02-04-2020,2.277767253,341.73367,29.8,174.3835761,6.871821892,82931.15715,4015.630887,0.344001222,7.961430051,6.1,65058.78013,44.00210970336903,Good
03-04-2020,2.405205473,352.8340314,28.3,184.390543,7.138039034,86748.71583,4338.79313,0.377591284,8.009033775,11.2,73599.68824,47.886672063130035,Good
04-04-2020,2.400932304,352.9565274,27.2,185.6107243,7.14078817,87489.64288,4354.525882,0.378246597,8.012713267,2.5,73359.65752,47.79145402470306,Good
05-04-2020,2.094506133,327.8975485,28.2,166.6808999,6.539182729,81176.71823,3665.12443,0.303356248,7.915653142,3.4,52975.90048,38.56657152390147,Good
06-04-2020,2.637323359,373.6066533,29.5,204.3603857,7.636012175,94675.60982,4957.172788,0.440768828,8.101650696,0.0,89208.16382,55.00132620854282,Poor
07-04-2020,2.641656884,374.4397766,29.7,206.1335998,7.655818994,95605.77181,4992.633511,0.443552056,8.10812873,0.0,89541.29448,55.16569121370449,Poor
08-04-2020,2.579649332,369.741997,29.9,203.4762773,7.542885135,94983.61979,4873.165211,0.429741083,8.092466627,0.0,85451.45434,53.325392478879735,Poor
09-04-2020,2.522431736,365.4407616,29.8,201.1300495,7.43946938,94468.63347,4764.732827,0.417118169,8.078373248,0.0,81680.6992,51.629636249410964,Poor
10-04-2020,2.18280247,337.6024631,29.1,179.9477063,6.771165208,87359.19855,3997.191797,0.333882407,7.970113241,0.3,59082.24097,41.400648156100466,Good
11-04-2020,2.495734818,364.1414045,29.1,202.2603675,7.407915947,95471.11678,4752.13907,0.413776623,8.079342902,0.0,79987.61915,50.88853022292258,Poor
12-04-2020,2.533533388,367.7494995,27.9,206.2212437,7.494327584,97157.92227,4864.944721,0.424876478,8.096828976,3.8,82550.46139,52.06306169546259,Poor
13-04-2020,2.409984224,357.9087828,29.4,199.4156442,7.257969001,95074.38419,4601.102226,0.395627992,8.060498695,12.6,74356.49119,48.36226536544487,Good
14-04-2020,2.616497442,375.5699627,30.7,214.6038195,7.681657251,100686.5018,5107.22795,0.448883211,8.134153994,45.0,88166.37042,54.63403262145061,Poor
15-04-2020,2.800206041,391.3273216,24.3,228.2608817,8.059655169,105760.4765,5559.958366,0.4964249,8.200171113,0.0,100455.6197,60.21651756885035,Poor
16-04-2020,3.258841879,429.9917152,27.8,260.2352037,8.98742334,117243.1518,6653.99401,0.612685547,8.357792585,0.6,131073.0172,66.86267480016518,Poor
17-04-2020,2.759238327,388.7991256,27.9,228.3152625,7.998625392,106360.4081,5511.939002,0.489373019,8.195961465,17.0,97807.442,59.04141606713789,Poor
18-04-2020,2.797888413,392.4571747,28.6,232.2668488,8.086244297,108030.1866,5625.603387,0.500610103,8.213507365,3.0,100425.0835,60.24018831345187,Poor
19-04-2020,2.711923193,385.7266542,28.9,227.8982925,7.924539111,106785.3176,5448.286008,0.480679096,8.189472592,17.0,94734.66694,57.67344271595132,Poor
20-04-2020,2.172130595,341.1730963,26.6,193.2617182,6.855082661,94943.96063,4211.818468,0.347276518,8.014118418,32.0,58788.70864,41.39406474727344,Good
21-04-2020,2.753180108,390.0188314,24.9,233.334692,8.02721092,109248.1804,5590.422742,0.494069283,8.212333317,34.0,97565.1626,58.980505455828414,Poor
22-04-2020,2.792439001,393.7110059,27.1,237.2746358,8.115655455,110902.992,5704.615696,0.505398754,8.229905035,13.0,100221.835,60.19649648425999,Poor
23-04-2020,3.4,455.293695,27.5,287.5165177,9.593474124,128760.5526,7439.628235,0.690397084,8.4,1.0,149194.074,67.15075434003741,Poor
24-04-2020,2.742707404,390.3943823,26.5,236.5620352,8.035726577,111196.3753,5633.026724,0.495946647,8.222154453,3.0,96983.95363,58.75248017582403,Poor
25-04-2020,2.903682266,404.2157851,26.2,248.5730762,8.36727808,115667.0411,6030.484116,0.537655523,8.280151321,0.0,107753.7338,63.645130231982805,Poor
26-04-2020,2.815454825,397.2654965,25.2,243.9554328,8.200310918,114314.498,5846.209921,0.517046418,8.255029218,0.0,101909.5741,61.00781870202095,Poor
27-04-2020,2.487759412,370.3545918,28.2,223.3576856,7.554290941,107365.6712,5102.911178,0.436552487,8.150031649,0.5,80100.41896,51.134658845952046,Poor
28-04-2020,3.193544605,429.5620015,25.0,271.6427033,8.975112532,124522.4875,6770.794925,0.614410451,8.389473554,0.0,127189.4959,67.07183163813791,Poor
29-04-2020,3.088449425,421.1908612,27.5,265.852722,8.774050988,122749.6534,6546.345966,0.589529645,8.3585667,0.1,120219.3954,66.86458270344191,Poor
30-04-2020,3.112184064,423.5502388,29.3,268.6347273,8.830523988,123973.5387,6622.215262,0.596837206,8.370546595,0.0,121837.4527,66.9445924705968,Poor
01-05-2020,2.61389286,382.4020496,24.3,236.5979863,7.842817542,113007.3128,5479.733531,0.473618812,8.208460147,0.0,88653.27997,55.05457420505721,Poor
02-05-2020,3.319208151,441.548877,26.7,284.7843046,9.262193697,130115.5345,7145.370245,0.651282144,8.4,17.4,135709.0226,67.14574639060943,Poor
03-05-2020,2.489297991,372.7546156,28.4,230.6045402,7.610985965,111391.9321,5228.511629,0.445118821,8.174771841,7.1,80415.87372,51.34204244985305,Poor
04-05-2020,3.097213178,423.7733904,29.3,272.2617397,8.835293392,126207.501,6666.270405,0.598391153,8.381240609,0.0,120977.2099,67.01532819606986,Poor
05-05-2020,3.4,465.143237,24.6,306.186082,9.8,138312.734,7833.708834,0.722713183,8.4,25.9,153823.5346,67.15434303857272,Poor
06-05-2020,2.64604515,386.8767547,27.8,244.387401,7.949494835,116911.0044,5651.177004,0.488122646,8.238323766,0.0,90965.00133,56.15320334408171,Poor
07-05-2020,2.784057453,398.7190963,25.8,254.6615777,8.233574986,120730.8029,5991.536549,0.523854938,8.28796778,55.9,100197.8051,60.347402377043416,Poor
08-05-2020,2.994389128,416.5818944,27.2,269.7376808,8.662148545,126227.2374,6500.310579,0.577644896,8.361652581,47.0,114251.3232,66.72628691257984,Poor
09-05-2020,2.823801065,402.6951238,29.6,259.3994575,8.328734951,122824.5541,6119.935837,0.536182386,8.308297407,68.1,102909.6057,61.595281606087106,Poor
10-05-2020,2.519794803,377.6838154,30.1,240.1467039,7.728334982,116297.6178,5427.910683,0.46134244,8.210401733,5.1,82672.74631,52.43261049972066,Poor
11-05-2020,3.015509818,419.3094965,29.2,274.1884178,8.727225332,128419.5151,6601.555424,0.586409583,8.379011031,0.0,115750.0342,66.99897114040904,Poor
12-05-2020,2.685990979,392.1591459,30.6,253.1939625,8.075493528,121274.4617,5849.303057,0.505144695,8.272472591,38.1,93811.11862,57.4985192681022,Poor
13-05-2020,3.156292177,431.6538295,31.7,285.4999757,9.023245191,132780.2206,6962.941072,0.62381092,8.4,73.9,125192.9171,67.14214111206248,Poor
14-05-2020,2.747707895,397.901331,30.8,259.1924739,8.213067165,123766.8387,6025.485105,0.522731554,8.299433993,32.0,97981.71996,59.40571937868299,Poor
15-05-2020,3.4,460.6835354,31.3,310.0967594,9.719724724,141773.1143,7790.82568,0.711252199,8.4,0.0,148003.0972,67.1527181381865,Poor
16-05-2020,2.806554717,403.3770911,32.8,264.9139496,8.344257464,126144.3823,6193.506744,0.539502749,8.325148089,13.1,101958.4282,61.224269973973136,Poor
17-05-2020,2.95358174,415.9048401,32.1,275.5821221,8.644813626,130058.9148,6551.365725,0.577251679,8.37709509,12.5,111786.0455,65.6861862459982,Poor
18-05-2020,3.302702549,445.2666737,32.8,299.7009985,9.349390635,138676.5609,7380.397482,0.665498616,8.4,19.6,135085.9199,67.14710097659646,Poor
19-05-2020,2.697610474,395.1036233,31.8,260.1832172,8.145373275,125016.692,5982.548845,0.515166603,8.297420469,18.7,94770.93269,57.98955981358547,Poor
20-05-2020,3.143102895,432.4820596,27.3,290.6816934,9.042354475,135857.7775,7035.676208,0.627454708,8.4,1.7,124494.2352,67.14244287920523,Poor
21-05-2020,3.4,460.3680296,24.4,313.5690881,9.711519391,144030.1994,7822.826948,0.711261026,8.4,6.3,146628.718,67.15260318307465,Poor
22-05-2020,2.607919106,388.3695839,28.9,256.5316704,7.983461269,124224.104,5813.024604,0.495409665,8.275417528,30.0,88860.87342,55.33197117944328,Poor
23-05-2020,3.152853717,434.0127629,30.4,293.5901062,9.078805103,137346.6777,7096.996481,0.632478703,8.4,2.0,125211.5837,67.14300059373558,Poor
24-05-2020,3.182491575,436.7070365,33.2,296.2718102,9.143378203,138432.4708,7178.205973,0.640696509,8.4,38.1,127208.4735,67.14398225722023,Poor
25-05-2020,3.345898377,450.5411463,32.7,307.84762,9.475310391,142626.2326,7571.136134,0.682329268,8.4,10.9,138122.583,67.14902274027787,Poor
26-05-2020,2.74685066,400.8297395,33.7,268.5691023,8.282153226,129015.9694,6184.595432,0.533320882,8.3311396,0.0,98205.67529,59.59227519766087,Poor
27-05-2020,2.728140876,399.4721249,26.9,267.9555591,8.249490146,128933.3963,6151.762923,0.529369241,8.327052233,1.0,96977.24133,59.04123438513201,Poor
28-05-2020,3.286958064,446.2339964,28.1,305.8194053,9.371697823,142312.8192,7466.076496,0.669771389,8.4,0.0,134249.8782,67.14745342238092,Poor
29-05-2020,3.225322672,441.2836671,30.3,302.2951567,9.252815797,141201.2812,7332.247443,0.655032233,8.4,0.1,130158.2771,67.14564976090018,Poor
30-05-2020,3.216979009,440.7664408,29.3,302.2989273,9.240331385,141319.3858,7322.342859,0.653587651,8.4,0.0,129618.7201,67.14546130855742,Poor
31-05-2020,3.251120049,443.7816793,30.6,305.1100828,9.312629287,142414.8766,7411.143513,0.662735696,8.4,0.0,131910.7337,67.14655991618693,Poor
01-06-2020,2.948281561,418.7073132,31.8,285.4308493,8.710779856,135633.4995,6713.230165,0.587610129,8.4,17.4,111736.6979,65.69022730622555,Poor
02-06-2020,3.226815927,442.0726593,32.0,304.4845676,9.271486718,142403.3925,7371.422453,0.657798872,8.4,7.1,130320.1004,67.14593723164273,Poor
03-06-2020,3.249658412,444.1222773,32.2,306.4667786,9.320619325,143192.9647,7432.566876,0.664035577,8.4,0.0,131856.6211,67.14668401368748,Poor
04-06-2020,2.951772744,419.436435,30.3,287.0415947,8.728104116,136484.6272,6744.909813,0.590061021,8.4,25.9,112010.5046,65.78818401255799,Poor
05-06-2020,3.4,484.4097963,28.7,339.3246514,9.8,154868.8256,8567.500808,0.785059171,8.4,0.0,160000.0,67.1613628444825,Poor
06-06-2020,3.316139923,450.0517884,30.0,312.1234002,9.462772381,145428.1426,7608.602833,0.682058286,8.4,55.9,136325.2097,67.1488444418373,Poor
07-06-2020,2.82016703,408.8340981,32.2,279.415106,8.473502619,134054.5975,6457.422191,0.558473404,8.375783692,47.0,103270.9749,61.94170599857903,Poor
08-06-2020,3.377832155,455.4113125,33.2,316.9233598,9.591313863,147251.4249,7764.286457,0.698268267,8.4,68.1,140458.5004,67.15079719418738,Poor
09-06-2020,2.891508544,414.981171,33.3,284.8062799,8.620951872,136073.9458,6634.731534,0.577036073,8.4,5.1,108045.9996,64.10023464871627,Poor
10-06-2020,3.4,459.3459182,33.4,320.5055949,9.685670526,148626.7465,7879.219531,0.71018354,8.4,0.0,143475.2884,67.15223077492773,Poor
11-06-2020,3.4,468.9240376,32.8,328.3560301,9.8,151426.9636,8149.467318,0.738966103,8.4,38.1,151081.1723,67.15572058014526,Poor
12-06-2020,2.945274511,419.7021041,30.9,289.1467895,8.734158428,137750.803,6773.098373,0.59134347,8.4,73.9,111652.9277,65.6064458265564,Poor
13-06-2020,3.4,464.5331709,30.2,325.160266,9.8,150397.0881,8029.997645,0.725874791,8.4,0.4,147473.0125,67.15412075988,Poor
14-06-2020,3.319038016,450.9674201,28.3,314.4365613,9.484478835,146679.8423,7651.56975,0.685210598,8.4,0.0,136581.5855,67.14917805391192,Poor
15-06-2020,3.4,461.3679949,30.8,322.8661515,9.734074079,149660.7216,7943.982276,0.716440313,8.4,10.4,144869.1728,67.15296752224975,Poor
16-06-2020,3.4,488.3743242,29.4,344.5605476,9.8,157278.7457,8701.138878,0.797482214,8.4,0.0,160000.0,67.16280732743083,Poor
17-06-2020,3.1251837,434.9271793,30.1,301.8723401,9.099467501,142357.3138,7205.380863,0.637158607,8.4,0.0,123668.6737,67.14333376301343,Poor
18-06-2020,2.973345811,422.2952026,29.5,291.8164224,8.796291618,138851.633,6852.229994,0.599275415,8.4,0.0,113548.1326,66.39288790864487,Poor
19-06-2020,2.933012326,418.9467898,29.9,289.1674962,8.715924644,137932.8448,6758.801187,0.589237821,8.4,0.0,110860.4247,65.2630474725886,Poor
20-06-2020,2.955256915,420.8047429,31.6,290.6637943,8.760513829,138459.328,6810.932801,0.594814229,8.4,0.0,112343.7943,65.88617739618402,Poor
21-06-2020,3.176736142,439.2571078,30.7,305.4157506,9.203372276,143619.7338,7327.490091,0.650168775,8.4,0.0,127108.6791,67.14491138033472,Poor
22-06-2020,3.301812253,449.6674061,30.7,313.7141852,9.453224502,146515.85,7618.651691,0.681392026,8.4,0.0,135445.8954,67.14870439144745,Poor
23-06-2020,3.281807374,447.9791522,31.8,312.3139184,9.41271485,146011.8663,7570.836104,0.676314526,8.4,0.0,134110.252,67.14808927306953,Poor
